"head__totalCount","head__numOfRows","head__pageNo","head__type","head__RESULT__resultCode","head__RESULT__resultMsg","row__restSeqNo","row__year","row__areaCd","row__equptype","row__restname","row__restaddr","row__creDttm","row__updtDttm","row__useYn","row__areaNm","row__operBeginDe","row__operEndDe","row__ar","row__usePsblNmpr","row__colrHoldElefn","row__colrHoldArcndtn","row__chckMatterNightOpnAt","row__chckMatterWkendHdayOpnAt","row__chckMatterStayngPsblAt","row__rm","row__dtlAdres","row__mngdpt_cd","row__mngdptCd","row__xcord","row__ycord","row__la","row__lo"
"","","","","","","41590296","2023","4159034000","099","송산도서관","경기도 화성시 송산면 삼일공원로 87","2021-03-10 10:33:42","2023-08-04 10:45:18","Y","경기도 화성시 송산면","20230701","20230930","3907","17","1","56","Y","Y","null","null","625-4","5530356","031-5189-2346","0E-8","0E-8","37.21693910","126.73911090"
"","","","","","","46820530","2023","4682042000","001","신월경로당","전라남도 해남군 문내면 신월길 33","2021-04-19 23:59:21","2023-05-20 16:21:06","Y","전라남도 해남군 문내면","20230520","20230930","72","18","2","1","Y","Y","N","null","용암리 267","4930110","061-530-5827","0E-8","0E-8","34.59323970","126.36447510"
"","","","","","","46820531","2023","4682042000","001","석교경로당","전라남도 해남군 문내면석교길 87-6","2021-04-19 23:59:21","2023-05-20 16:21:06","Y","전라남도 해남군 문내면","20230520","20230930","77","14","1","1","Y","Y","N","null","1335-8","4930110","061-530-5827","0E-8","0E-8","34.61031900","126.33654400"
"","","","","","","46820515","2023","4682042000","001","고전경로당","전라남도 해남군 문내면고전길 38","2021-04-19 23:59:21","2023-05-20 16:21:06","Y","전라남도 해남군 문내면","20230520","20230930","109","10","1","1","Y","Y","N","null","314-1","4930110","061-530-5827","0E-8","0E-8","34.63158500","126.34158100"
"","","","","","","46820516","2023","4682042000","001","동리경로당","전라남도 해남군 문내면골몰길 8","2021-04-19 23:59:21","2023-05-20 16:21:06","Y","전라남도 해남군 문내면","20230520","20230930","81","25","2","1","Y","Y","N","null","74-11","4930110","061-530-5827","0E-8","0E-8","34.60842300","126.29909500"
"","","","","","","46820517","2023","4682042000","001","동영경로당","전라남도 해남군 문내면동영길 41-19","2021-04-19 23:59:21","2023-05-20 16:21:06","Y","전라남도 해남군 문내면","20230520","20230930","95","15","2","1","Y","Y","N","null","919-16","4930110","061-530-5827","0E-8","0E-8","34.59694600","126.31078700"
"","","","","","","46820518","2023","4682042000","001","삼정경로당","전라남도 해남군 문내면학동길 323","2021-04-19 23:59:21","2023-05-20 16:21:06","Y","전라남도 해남군 문내면","20230520","20230930","77","20","1","1","Y","Y","N","null","131-10","4930110","061-530-5827","0E-8","0E-8","34.57237500","126.33147900"
"","","","","","","46820449","2023","4682041000","001","유동경로당","전라남도 해남군 산이면 유동길 29","2021-04-19 23:59:21","2023-05-20 16:21:06","Y","전라남도 해남군 산이면","20230520","20230930","67","21","3","1","N","Y","N","null","상공리 668-2","4930110","061-530-5827","0E-8","0E-8","34.67858100","126.40150800"
"","","","","","","46820450","2023","4682041000","001","부동경로당","전라남도 해남군 산이면 부동길 200","2021-04-19 23:59:21","2023-05-20 16:21:06","Y","전라남도 해남군 산이면","20230520","20230930","83","26","3","1","N","Y","N","null","부동리 76-1","4930110","061-530-5827","0E-8","0E-8","34.66269400","126.39707000"
"","","","","","","46820451","2023","4682041000","001","산두경로당","전라남도 해남군 산이면 산두길 212-7","2021-04-19 23:59:21","2023-05-20 16:21:06","Y","전라남도 해남군 산이면","20230520","20230930","82","25","3","1","N","Y","N","null","금호리 1204-2","4930110","061-530-5827","0E-8","0E-8","34.68078700","126.35036100"
"","","","","","","46820452","2023","4682041000","001","상동경로당","전라남도 해남군 산이면 상동길 30-1","2021-04-19 23:59:21","2023-05-20 16:21:06","Y","전라남도 해남군 산이면","20230520","20230930","92","28","2","1","N","Y","N","null","317-1","4930110","061-530-5827","0E-8","0E-8","34.68292400","126.39285700"
"","","","","","","46820453","2023","4682041000","001","산이면분회경로당","전라남도 해남군 산이면초두길 10-14","2021-04-19 23:59:21","2023-05-20 16:21:06","Y","전라남도 해남군 산이면","20230520","20230930","172","45","3","1","N","Y","N","null","527-29","4930110","061-530-5827","0E-8","0E-8","34.64609600","126.44819400"
"","","","","","","481448","2023","4812153000","001","도계휴먼시아경로당","경상남도 창원시 의창구 원이대로82번길 15-15 (도계동, 도계휴먼시아아파트)","2021-03-23 10:08:32","2023-05-18 14:14:41","Y","경상남도 창원시 의창구 명곡동","20230501","20231031","105","26","2","1","N","Y","N","null","469 도계휴먼시아아파트","5670137","055-212-5600","0E-8","0E-8","35.25738570","128.63584930"
"","","","","","","4678000847","2023","4678031000","003","갑동경로당","전라남도 보성군 노동면 학동길 199","2023-05-08 09:36:22","2023-05-20 16:18:05","Y","전라남도 보성군 노동면","20230520","20230930","82","24","3","1","N","N","N","null","691-3","4890038","061-850-5563","0E-8","0E-8","34.84601630","127.07017510"
"","","","","","","4678000831","2023","4678031000","003","학동경로당","전라남도 보성군 노동면 학동길 81","2023-05-08 09:01:42","2023-05-20 16:18:05","Y","전라남도 보성군 노동면","20230520","20230930","91","27","3","1","N","N","N","null","349-1","4890038","061-850-5563","0E-8","0E-8","34.83787560","127.07462220"
"","","","","","","4678000835","2023","4678031000","003","봉화경로당","전라남도 보성군 노동면 봉화길 27","2023-05-08 09:07:12","2023-05-20 16:18:05","Y","전라남도 보성군 노동면","20230520","20230930","52","15","3","1","N","N","N","null","157-0","4890038","061-850-5563","0E-8","0E-8","34.82467010","127.07802590"
"","","","","","","4678000836","2023","4678031000","003","신흥경로당","전라남도 보성군 노동면 신천길 114","2023-05-08 09:08:30","2023-05-20 16:18:05","Y","전라남도 보성군 노동면","20230520","20230930","104","31","3","1","N","N","N","null","469-1","4890038","061-850-5563","0E-8","0E-8","34.83635660","127.05690890"
"","","","","","","4678000839","2023","4678031000","003","옥마2리경로당","전라남도 보성군 노동면 벽옥길 7","2023-05-08 09:11:55","2023-05-20 16:18:05","Y","전라남도 보성군 노동면","20230520","20230930","69","20","3","1","N","N","N","null","518-1","4890038","061-850-5563","0E-8","0E-8","34.81213850","127.02556190"
"","","","","","","4678000842","2023","4678031000","003","대치경로당","전라남도 보성군 노동면 대련로 402","2023-05-08 09:17:52","2023-05-20 16:18:05","Y","전라남도 보성군 노동면","20230520","20230930","69","20","3","1","N","N","N","null","203-7","4890038","061-850-5563","0E-8","0E-8","34.78502310","127.04731460"
"","","","","","","4678000843","2023","4678031000","003","거석지심경로당","전라남도 보성군 노동면 거석길 289","2023-05-08 09:21:06","2023-05-20 16:18:05","Y","전라남도 보성군 노동면","20230520","20230930","94","28","3","1","N","N","N","null","778-1","4890038","061-850-5563","0E-8","0E-8","34.82057460","127.04265300"
"","","","","","","4678000844","2023","4678031000","003","보림경로당","전라남도 보성군 노동면 보림길 41","2023-05-08 09:22:47","2023-05-20 16:18:05","Y","전라남도 보성군 노동면","20230520","20230930","79","23","3","1","N","N","N","null","627-2","4890038","061-850-5563","0E-8","0E-8","34.79436510","127.07176570"
"","","","","","","4678000846","2023","4678031000","003","무사경로당","전라남도 보성군 노동면 대련로 295","2023-05-08 09:24:58","2023-05-20 16:18:05","Y","전라남도 보성군 노동면","20230520","20230930","80","24","3","1","N","N","N","null","774-4","4890038","061-850-5563","0E-8","0E-8","34.77656800","127.04159350"
"","","","","","","481447","2023","4812153000","001","낙원경로당","경상남도 창원시 의창구 도계로73번길 19 , 낙원경로당 (도계동)","2021-03-23 10:08:32","2023-05-18 14:14:41","Y","경상남도 창원시 의창구 명곡동","20230501","20231031","176","43","7","3","N","Y","N","null","395-3 낙원경로당","5670137","055-212-5600","0E-8","0E-8","35.26202910","128.64124590"
"","","","","","","41500371","2023","4150052000","001","진리 1통 경로당","경기도 이천시 이섭대천로1014번길 29-5 (율현동)","2021-04-20 15:08:49","2023-05-20 08:17:40","Y","경기도 이천시 중리동","20230520","20230930","178","44","1","1","N","Y","N","null","116-5","4070000","031-633-9003","0E-8","0E-8","37.26527690","127.45394370"
"","","","","","","41500372","2023","4150052000","001","단월 1통 경로당","경기도 이천시 이섭대천로941번길 173-8 (증일동)","2021-04-20 15:08:49","2023-05-20 08:17:40","Y","경기도 이천시 중리동","20230520","20230930","71","17","2","1","N","Y","N","null","258","4070000","031-633-9003","0E-8","0E-8","37.22414760","127.45359800"
"","","","","","","41500373","2023","4150052000","001","고담 4통 경로당","경기도 이천시 경충대로2481번길 144 (진리동)","2021-04-20 15:08:49","2023-05-20 08:17:40","Y","경기도 이천시 중리동","20230520","20230930","246","61","3","1","N","Y","N","null","275-8","4070000","031-633-9003","0E-8","0E-8","37.24149100","127.47381230"
"","","","","","","41500374","2023","4150052000","001","증포 2통 경로당","경기도 이천시 단월로 86-73 (단월동)","2021-04-20 15:08:49","2023-05-20 08:17:40","Y","경기도 이천시 중리동","20230520","20230930","82","12","1","2","N","Y","N","null","125-3","4070000","031-633-1002","0E-8","0E-8","37.29124360","127.45702740"
"","","","","","","41500375","2023","4150052000","001","송정 11통 경로당","경기도 이천시 단월로38번길 42-22 (단월동)","2021-04-20 15:08:49","2023-05-20 08:17:40","Y","경기도 이천시 중리동","20230520","20230930","78","12","2","1","N","Y","N","null","46-10","4070000","031-633-1002","0E-8","0E-8","37.29598960","127.43321830"
"","","","","","","41500376","2023","4150052000","001","단월 2통 경로당","경기도 이천시 대장로62번길 62 (대포동)","2021-04-20 15:08:49","2023-05-20 08:17:40","Y","경기도 이천시 중리동","20230520","20230930","199","49","4","2","N","Y","N","null","344-1","4070000","031-633-9003","0E-8","0E-8","37.22092500","127.45378000"
"","","","","","","41500377","2023","4150052000","001","대포 1통 경로당","경기도 이천시 진상미로1818번길 49 (대포동)","2021-04-20 15:08:49","2023-05-20 08:17:40","Y","경기도 이천시 중리동","20230520","20230930","151","37","1","2","N","Y","N","null","679-4","4070000","031-633-9003","0E-8","0E-8","37.21412300","127.45941200"
"","","","","","","41500378","2023","4150052000","001","대포 2통 경로당","경기도 이천시 진상미로2232번길 140-18 (고담동)","2021-04-20 15:08:49","2023-05-20 08:17:40","Y","경기도 이천시 중리동","20230520","20230930","132","33","2","1","N","Y","N","null","347-4","4070000","031-633-9003","0E-8","0E-8","37.21227110","127.45473450"
"","","","","","","41500379","2023","4150052000","001","고담 1통 경로당","경기도 이천시 진상미로 2222-11 (고담동)","2021-04-20 15:08:49","2023-05-20 08:17:40","Y","경기도 이천시 중리동","20230520","20230930","89","22","3","1","N","Y","N","null","430-6","4070000","031-633-9003","0E-8","0E-8","37.24298000","127.46273610"
"","","","","","","41500380","2023","4150052000","001","고담 2통 경로당","경기도 이천시 진상미로2352번길 51 (장록동)","2021-04-20 15:08:49","2023-05-20 08:17:40","Y","경기도 이천시 중리동","20230520","20230930","88","22","2","1","N","Y","N","null","340-21","4070000","031-633-9003","0E-8","0E-8","37.24406120","127.45530870"
"","","","","","","46820377","2023","4682039000","001","덕정경로당","전라남도 해남군 마산면덕정리길 10","2021-04-19 23:59:21","2023-05-20 16:21:06","Y","전라남도 해남군 마산면","20230520","20230930","73","15","2","1","N","N","N","null","390-1","4930110","061-530-5827","0E-8","0E-8","34.59414500","126.55276700"
"","","","","","","46820378","2023","4682039000","001","남계경로당","전라남도 해남군 마산면은적사길 177","2021-04-19 23:59:21","2023-05-20 16:21:06","Y","전라남도 해남군 마산면","20230520","20230930","66","21","2","1","N","Y","N","null","392-1","4930110","061-530-5827","0E-8","0E-8","34.60899800","126.58418900"
"","","","","","","46820379","2023","4682039000","001","금자경로당","전라남도 해남군 마산면금자길 76","2021-04-19 23:59:21","2023-05-20 16:21:06","Y","전라남도 해남군 마산면","20230520","20230930","76","24","3","1","N","Y","N","null","169-1","4930110","061-530-5827","0E-8","0E-8","34.60062500","126.52885900"
"","","","","","","46820380","2023","4682039000","001","송석경로당","전라남도 해남군 마산면 송석길 23","2021-04-19 23:59:21","2023-05-20 16:21:06","Y","전라남도 해남군 마산면","20230520","20230930","73","20","2","1","Y","Y","N","null","281-1","4930110","061-530-5827","0E-8","0E-8","34.61886200","126.62571800"
"","","","","","","4374500112","2023","4374525000","001","대성베르힐","충청북도 증평군 증평읍 북부두름길 80 (대성베르힐리오파크아파트)","2021-12-23 13:06:55","2023-06-20 16:59:09","Y","충청북도 증평군 증평읍","20230520","20230930","190","8","1","1","N","Y","N","null","930-0","5570059","043-835-4737","0E-8","0E-8","36.79005460","127.58930970"
"","","","","","","46820461","2023","4682041000","001","반송경로당","전라남도 해남군 산이면반송길 75","2021-04-19 23:59:21","2023-05-20 16:21:06","Y","전라남도 해남군 산이면","20230520","20230930","87","27","2","1","Y","Y","N","null","672-1","4930110","061-530-5827","0E-8","0E-8","34.62163700","126.48880100"
"","","","","","","4374500001","2023","4374525000","001","창동여자경로당","충청북도 증평군 증평읍 삼보로7길 49","2021-05-26 10:18:06","2023-06-20 16:59:09","Y","충청북도 증평군 증평읍","20230520","20230930","30","18","2","1","N","Y","N","null","225-0","5570059","043-835-4737","0E-8","0E-8","36.78429290","127.57962580"
"","","","","","","4374500002","2023","4374525000","001","송산 천년나무3단지 경로당","충청북도 증평군 증평읍 송산로4길 14","2021-05-26 10:18:06","2023-06-20 16:59:09","Y","충청북도 증평군 증평읍","20230520","20230930","100","35","4","2","N","Y","N","null","820-1","5570059","043-835-4737","0E-8","0E-8","36.79084100","127.57638700"
"","","","","","","46810051","2023","4681031000","001","금곡경로당","전라남도 강진군 군동면금곡길 62","2021-03-10 10:43:16","2023-07-12 05:02:00","Y","전라남도 강진군 군동면","20230520","20230930","116","29","3","1","Y","Y","N","null","818-5","4920131","061-430-3934","0E-8","0E-8","34.66051100","126.78359400"
"","","","","","","46810050","2023","4681031000","001","신리경로당","전라남도 강진군 군동면신리길 10-6","2021-03-10 10:43:16","2023-07-12 05:02:00","Y","전라남도 강진군 군동면","20230520","20230930","73","18","3","1","Y","Y","N","null","492-1","4920131","061-430-3934","0E-8","0E-8","34.65579670","126.79180970"
"","","","","","","41590343","2023","4159035000","001","전곡1리경로당","경기도 화성시 서신면 은수포길 262","2021-03-10 10:33:42","2023-08-03 17:24:50","Y","경기도 화성시 서신면","20190515","20191015","181","36","0","1","N","N","N","null","91","5530366","031-5189-2346","0E-8","0E-8","37.19758070","126.69715960"
"","","","","","","41590344","2023","4159035000","001","제부리경로당","경기도 화성시 서신면제부말길 96","2021-03-10 10:33:42","2023-08-03 17:24:50","Y","경기도 화성시 서신면","20190515","20191015","76","67","1","1","N","N","N","null","30-6","5530366","031-5189-2346","0E-8","0E-8","37.16866350","126.62444670"
"","","","","","","41590345","2023","4159035000","001","홍법리경로당","경기도 화성시 서신면 해운로 423-35","2021-03-10 10:33:42","2023-08-03 17:24:50","Y","경기도 화성시 서신면","20190515","20191015","136","65","1","1","N","Y","N","null","174-3","5530366","031-5189-2346","0E-8","0E-8","37.16612450","126.73542940"
"","","","","","","47900251","2023","4790032000","001","두성리경로당","경상북도 예천군 효자면 새별길 23","2021-03-10 18:10:16","2023-07-14 18:56:45","Y","경상북도 예천군 상리면","20230520","20230930","85","21","1","1","Y","Y","N","null","162-3","5230088","054-650-6332","0E-8","0E-8","36.78390300","128.41418370"
"","","","","","","47900252","2023","4790032000","001","고항경로당","경상북도 예천군 효자면 어동길 5","2021-03-10 18:10:16","2023-07-14 18:56:45","Y","경상북도 예천군 상리면","20230520","20230930","89","22","1","1","Y","Y","N","null","497-0","5230088","054-650-6332","0E-8","0E-8","36.82296300","128.46029200"
"","","","","","","47900253","2023","4790032000","001","석묘리부인회관","경상북도 예천군 효자면 은풍로 664","2021-03-10 18:10:16","2023-07-14 18:56:45","Y","경상북도 예천군 상리면","20230520","20230930","84","21","1","1","Y","Y","N","null","343-2","5230088","054-650-6332","0E-8","0E-8","36.79233100","128.45818200"
"","","","","","","47900254","2023","4790032000","001","보곡경로당","경상북도 예천군 효자면 상보곡길 153","2021-03-10 18:10:16","2023-07-14 18:56:45","Y","경상북도 예천군 상리면","20230520","20230930","79","19","1","1","Y","Y","N","null","416-10","5230088","054-650-6332","0E-8","0E-8","36.77954800","128.44556210"
"","","","","","","47900255","2023","4790032000","006","효자면사무소","경상북도 예천군 효자면 도효자로 1481","2021-03-10 18:10:16","2023-07-14 18:56:45","Y","경상북도 예천군 상리면","20230520","20230930","324","81","3","3","N","Y","N","null","544-2","5230088","054-650-6332","0E-8","0E-8","36.77139700","128.41884940"
"","","","","","","47900256","2023","4790032000","001","도촌리경로당","경상북도 예천군 효자면 도효자로 1471-8","2021-03-10 18:10:16","2023-07-14 18:56:45","Y","경상북도 예천군 상리면","20230520","20230930","82","20","1","1","Y","Y","N","null","622-1","5230088","054-650-6332","0E-8","0E-8","36.77053870","128.41740010"
"","","","","","","41590324","2023","4159034000","001","용포2리 경로당","경기도 화성시 송산면 송산동로 233","2021-03-10 10:33:42","2023-08-03 17:24:50","Y","경기도 화성시 송산면","20190515","20191015","338","61","1","1","Y","N","N","null","505-2번지","5530366","031-5189-2346","0E-8","0E-8","37.23190880","126.74533010"
